datetime,station,temp,pressure,humidity,windspeed,winddeg,cloudall,weathermain,day_of_week,hour,traffic_level,sea_level,population,population_density,household,household_density,green_space,green_space_area,factory_num,factory_area
2025-03-29 12:00:00,61T,304.81,1005,47,6.03,174,66,Clouds,5,12,3,4,85345,4542.29,74932,0.4,5.08,0.02,302,631723
2025-03-29 15:00:00,61T,303.03,1008,58,7.28,197,80,Clouds,5,15,3,4,85345,4542.29,74932,0.4,5.08,0.02,302,631723
2025-03-29 18:00:00,61T,302.29,1008,63,5.96,169,73,Clouds,5,18,3,4,85345,4542.29,74932,0.4,5.08,0.02,302,631723
2025-03-29 21:00:00,61T,301.94,1007,71,5.42,177,100,Clouds,5,21,2,4,85345,4542.29,74932,0.4,5.08,0.02,302,631723
2025-03-30 00:00:00,61T,302.27,1009,70,5.04,179,75,Clouds,6,0,1,4,85345,4542.29,74932,0.4,5.08,0.02,302,631723
2025-03-30 03:00:00,61T,305.86,1011,51,5.28,169,82,Clouds,6,3,1,4,85345,4542.29,74932,0.4,5.08,0.02,302,631723
2025-03-30 06:00:00,61T,307.92,1009,41,5.9,180,91,Clouds,6,6,2,4,85345,4542.29,74932,0.4,5.08,0.02,302,631723
2025-03-30 09:00:00,61T,307.19,1007,43,6.51,187,91,Clouds,6,9,3,4,85345,4542.29,74932,0.4,5.08,0.02,302,631723
2025-03-30 12:00:00,61T,303.57,1008,63,6.69,185,89,Rain,6,12,3,4,85345,4542.29,74932,0.4,5.08,0.02,302,631723
2025-03-30 15:00:00,61T,302.51,1010,72,6.84,180,100,Clouds,6,15,3,4,85345,4542.29,74932,0.4,5.08,0.02,302,631723
2025-03-30 18:00:00,61T,302.37,1010,72,5.27,184,100,Clouds,6,18,3,4,85345,4542.29,74932,0.4,5.08,0.02,302,631723
2025-03-30 21:00:00,61T,301.89,1009,73,4.74,176,100,Clouds,6,21,2,4,85345,4542.29,74932,0.4,5.08,0.02,302,631723
2025-03-31 00:00:00,61T,302.11,1010,71,4.02,175,100,Clouds,0,0,1,4,85345,4542.29,74932,0.4,5.08,0.02,302,631723
2025-03-31 03:00:00,61T,305.28,1012,55,4.47,180,100,Clouds,0,3,1,4,85345,4542.29,74932,0.4,5.08,0.02,302,631723
2025-03-31 06:00:00,61T,307.7,1009,45,4.85,185,100,Clouds,0,6,3,4,85345,4542.29,74932,0.4,5.08,0.02,302,631723
2025-03-31 09:00:00,61T,307.58,1006,44,5.29,186,99,Clouds,0,9,3,4,85345,4542.29,74932,0.4,5.08,0.02,302,631723
