station,datetime,temp,pressure,humidity,windspeed,winddeg,cloudall,weathermain,day_of_week,hour,traffic_level,sea_level,population,population_density,household,household_density,green_space,green_space_area,factory_num,factory_area,lat,lon,pm10,pm2_5,so2,no2,o3,co,month,station_10T,station_11T,station_12T,station_15T,station_3T,station_5T,station_61T,season_Hot Season,season_Rainy Season
15T,2025-04-09 21:00:00,300.13,1007.0,74.0,2.88,276.0,100.0,Clouds,2,21,2.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,104.22,57.08,4.05,26.39,0.48,1522.06,4,0,0,0,1,0,0,0,True,0
15T,2025-04-09 22:00:00,300.21666666666664,1007.3333333333334,72.0,2.87,274.0,100.0,Clouds,2,22,1.6666666666666667,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,87.22,47.06,3.93,21.94,1.86,1255.04,4,0,0,0,1,0,0,0,True,0
15T,2025-04-09 23:00:00,300.30333333333334,1007.6666666666666,70.0,2.86,272.0,100.0,Clouds,2,23,1.3333333333333337,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,75.62,39.66,3.99,18.85,3.09,1081.47,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 00:00:00,300.39,1008.0,68.0,2.85,270.0,100.0,Clouds,3,0,1.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,69.14,34.12,4.59,17.65,3.8,988.01,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 01:00:00,302.16,1008.6666666666666,61.0,3.103333333333333,262.0,100.0,Clouds,3,1,1.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,63.23,26.37,5.84,19.19,10.55,894.55,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 02:00:00,303.93,1009.3333333333334,54.0,3.3566666666666665,254.0,100.0,Clouds,3,2,1.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,59.31,21.99,6.91,21.59,13.59,881.2,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 03:00:00,305.7,1010.0,47.0,3.61,246.0,100.0,Clouds,3,3,1.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,51.58,17.5,7.51,20.39,18.77,841.14,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 04:00:00,306.8566666666667,1008.6666666666666,44.0,3.78,232.33333333333331,100.0,Clouds,3,4,1.6666666666666663,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,27.74,8.29,5.84,10.63,36.48,547.41,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 05:00:00,308.0133333333333,1007.3333333333334,41.0,3.95,218.66666666666663,100.0,Clouds,3,5,2.333333333333333,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,21.88,6.81,6.02,9.6,48.64,480.65,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 06:00:00,309.17,1006.0,38.0,4.12,205.0,100.0,Clouds,3,6,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,21.2,7.51,7.03,10.2,57.94,494.0,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 07:00:00,308.32666666666665,1005.3333333333334,41.333333333333336,4.6866666666666665,192.33333333333331,100.0,Clouds,3,7,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,21.85,7.47,6.56,6.94,70.1,480.65,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 08:00:00,307.4833333333333,1004.6666666666666,44.66666666666666,5.253333333333334,179.66666666666666,100.0,Clouds,3,8,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,23.12,6.88,5.66,5.48,72.24,453.95,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 09:00:00,306.64,1004.0,48.0,5.82,167.0,100.0,Clouds,3,9,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,22.66,6.17,5.01,5.74,65.8,447.27,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 10:00:00,304.4433333333333,1004.6666666666666,58.0,5.973333333333334,195.33333333333331,98.66666666666669,Clouds,3,10,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,27.03,6.55,5.42,8.23,55.79,494.0,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 11:00:00,302.24666666666667,1005.3333333333334,68.0,6.126666666666667,223.66666666666663,97.33333333333331,Clouds,3,11,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,33.85,7.7,6.08,12.0,45.42,587.46,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 12:00:00,300.05,1006.0,78.0,6.28,252.0,96.0,Rain,3,12,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,36.82,8.28,5.78,13.2,36.84,620.84,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 13:00:00,300.50333333333333,1006.6666666666666,75.0,5.316666666666666,224.33333333333331,97.33333333333331,Rain,3,13,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,38.65,9.17,5.66,13.2,33.98,634.19,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 14:00:00,300.9566666666667,1007.3333333333334,72.0,4.3533333333333335,196.66666666666663,98.66666666666669,Rain,3,14,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,39.85,10.38,5.48,12.51,34.69,634.19,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 15:00:00,301.41,1008.0,69.0,3.39,169.0,100.0,Rain,3,15,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,39.51,11.47,4.95,10.97,38.27,614.17,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 16:00:00,301.4166666666667,1007.6666666666666,70.66666666666667,3.063333333333333,179.0,100.0,Rain,3,16,3.333333333333333,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,37.63,12.38,4.29,9.77,42.92,587.46,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 17:00:00,301.42333333333335,1007.3333333333334,72.33333333333333,2.736666666666667,189.0,100.0,Rain,3,17,3.6666666666666665,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,34.77,12.26,3.73,9.08,44.7,554.09,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 18:00:00,301.43,1007.0,74.0,2.41,199.0,100.0,Clouds,3,18,4.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,31.02,10.76,3.16,8.14,42.92,500.68,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 19:00:00,301.14666666666665,1006.6666666666666,73.66666666666667,2.236666666666667,220.0,100.0,Clouds,3,19,3.333333333333333,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,27.99,9.7,2.71,7.03,40.05,460.63,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 20:00:00,300.86333333333334,1006.3333333333334,73.33333333333333,2.063333333333333,241.0,100.0,Clouds,3,20,2.666666666666667,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,27.02,9.51,2.65,6.77,36.48,433.92,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 21:00:00,300.58,1006.0,73.0,1.89,262.0,100.0,Clouds,3,21,2.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,26.85,9.47,2.77,7.03,32.19,423.91,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 22:00:00,300.64666666666665,1006.6666666666666,71.33333333333333,1.9766666666666663,253.66666666666663,100.0,Clouds,3,22,1.6666666666666667,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,27.75,9.43,2.8,7.45,27.9,427.25,4,0,0,0,1,0,0,0,True,0
15T,2025-04-10 23:00:00,300.7133333333333,1007.3333333333334,69.66666666666667,2.063333333333333,245.33333333333331,100.0,Clouds,3,23,1.3333333333333337,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,30.15,9.77,2.86,8.23,23.6,447.27,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 00:00:00,300.78,1008.0,68.0,2.15,237.0,100.0,Clouds,4,0,1.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,13.7083,100.3728,34.84,10.8,3.31,10.11,19.13,500.68,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 01:00:00,302.3433333333333,1008.3333333333334,61.0,2.16,228.66666666666663,100.0,Clouds,4,1,1.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 02:00:00,303.9066666666667,1008.6666666666666,54.0,2.17,220.33333333333331,100.0,Clouds,4,2,1.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 03:00:00,305.47,1009.0,47.0,2.18,212.0,100.0,Clouds,4,3,1.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 04:00:00,306.78000000000003,1007.6666666666666,44.333333333333336,2.91,198.0,99.33333333333331,Clouds,4,4,1.6666666666666663,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 05:00:00,308.09,1006.3333333333334,41.66666666666666,3.64,184.0,98.66666666666669,Clouds,4,5,2.333333333333333,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 06:00:00,309.4,1005.0,39.0,4.37,170.0,98.0,Clouds,4,6,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 07:00:00,309.0,1004.6666666666666,39.66666666666666,4.933333333333334,169.66666666666666,95.33333333333331,Clouds,4,7,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 08:00:00,308.6,1004.3333333333334,40.333333333333336,5.496666666666666,169.33333333333334,92.66666666666669,Clouds,4,8,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 09:00:00,308.2,1004.0,41.0,6.06,169.0,90.0,Clouds,4,9,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 10:00:00,306.31666666666666,1004.6666666666666,49.333333333333336,5.3,187.66666666666663,91.66666666666669,Clouds,4,10,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 11:00:00,304.43333333333334,1005.3333333333334,57.66666666666667,4.54,206.33333333333331,93.33333333333331,Clouds,4,11,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 12:00:00,302.55,1006.0,66.0,3.78,225.0,95.0,Rain,4,12,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 13:00:00,301.8366666666667,1006.6666666666666,69.33333333333333,3.4233333333333333,260.3333333333333,96.0,Rain,4,13,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 14:00:00,301.12333333333333,1007.3333333333334,72.66666666666667,3.0666666666666664,295.6666666666667,97.0,Rain,4,14,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 15:00:00,300.41,1008.0,76.0,2.71,331.0,98.0,Rain,4,15,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 16:00:00,300.40333333333336,1007.6666666666666,75.33333333333333,2.53,315.0,97.0,Rain,4,16,3.333333333333333,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 17:00:00,300.39666666666665,1007.3333333333334,74.66666666666667,2.35,299.0,96.0,Rain,4,17,3.6666666666666665,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 18:00:00,300.39,1007.0,74.0,2.17,283.0,95.0,Clouds,4,18,4.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 19:00:00,300.1533333333333,1006.6666666666666,75.0,2.236666666666667,273.3333333333333,81.33333333333333,Clouds,4,19,3.333333333333333,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 20:00:00,299.9166666666667,1006.3333333333334,76.0,2.303333333333333,263.6666666666667,67.66666666666667,Clouds,4,20,2.666666666666667,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 21:00:00,299.68,1006.0,77.0,2.37,254.0,54.0,Clouds,4,21,2.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 22:00:00,299.82666666666665,1006.6666666666666,76.33333333333333,2.3466666666666667,254.0,61.0,Clouds,4,22,1.6666666666666667,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-11 23:00:00,299.97333333333336,1007.3333333333334,75.66666666666667,2.3233333333333333,254.0,68.0,Clouds,4,23,1.3333333333333337,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-12 00:00:00,300.12,1008.0,75.0,2.3,254.0,75.0,Clouds,5,0,1.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-12 01:00:00,301.83666666666664,1008.3333333333334,66.33333333333333,2.6,264.6666666666667,83.0,Clouds,5,1,1.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-12 02:00:00,303.55333333333334,1008.6666666666666,57.66666666666667,2.9,275.3333333333333,91.0,Clouds,5,2,1.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-12 03:00:00,305.27,1009.0,49.0,3.2,286.0,99.0,Clouds,5,3,1.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-12 04:00:00,306.73,1008.0,44.333333333333336,3.9333333333333336,287.3333333333333,93.0,Clouds,5,4,1.3333333333333333,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-12 05:00:00,308.19,1007.0,39.66666666666666,4.666666666666667,288.6666666666667,87.0,Clouds,5,5,1.6666666666666663,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-12 06:00:00,309.65,1006.0,35.0,5.4,290.0,81.0,Clouds,5,6,2.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-12 07:00:00,309.06333333333333,1005.6666666666666,36.333333333333336,5.720000000000001,284.0,83.33333333333333,Clouds,5,7,2.333333333333333,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-12 08:00:00,308.47666666666663,1005.3333333333334,37.66666666666666,6.04,278.0,85.66666666666667,Clouds,5,8,2.6666666666666665,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-12 09:00:00,307.89,1005.0,39.0,6.36,272.0,88.0,Clouds,5,9,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-12 10:00:00,306.55,1005.6666666666666,44.0,5.796666666666667,274.3333333333333,87.66666666666667,Clouds,5,10,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-12 11:00:00,305.21,1006.3333333333334,49.0,5.233333333333333,276.6666666666667,87.33333333333333,Clouds,5,11,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
15T,2025-04-12 12:00:00,303.87,1007.0,54.0,4.67,279.0,87.0,Clouds,5,12,3.0,16.0,192234.0,4324.14,97036.0,0.22,5.27,0.02,569.0,1148799.0,,,,,,,,,4,0,0,0,1,0,0,0,True,0
3T,2025-04-07 18:00:00,302.5,1011.0,68.0,3.66,189.0,81.0,Clouds,0,18,4.0,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,,,,,,,,,4,0,0,0,0,1,0,0,True,0
3T,2025-04-07 19:00:00,302.3666666666667,1011.0,69.66666666666667,3.2266666666666666,194.0,81.33333333333333,Clouds,0,19,3.333333333333333,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,,,,,,,,,4,0,0,0,0,1,0,0,True,0
3T,2025-04-07 20:00:00,302.2333333333333,1011.0,71.33333333333333,2.793333333333333,199.0,81.66666666666667,Clouds,0,20,2.666666666666667,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,125.12,78.54,15.14,47.98,2.62,1708.98,4,0,0,0,0,1,0,0,True,0
3T,2025-04-07 21:00:00,302.1,1011.0,73.0,2.36,204.0,82.0,Clouds,0,21,2.0,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,126.32,81.13,15.14,45.93,1.83,1682.28,4,0,0,0,0,1,0,0,True,0
3T,2025-04-07 22:00:00,301.99,1011.6666666666666,73.0,2.64,197.33333333333331,85.0,Clouds,0,22,1.6666666666666667,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,133.86,87.28,16.45,45.24,0.53,1762.39,4,0,0,0,0,1,0,0,True,0
3T,2025-04-07 23:00:00,301.88,1012.3333333333334,73.0,2.92,190.66666666666663,88.0,Clouds,0,23,1.3333333333333337,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,143.88,94.97,19.55,45.93,0.05,1922.61,4,0,0,0,0,1,0,0,True,0
3T,2025-04-08 00:00:00,301.77,1013.0,73.0,3.2,184.0,91.0,Clouds,1,0,1.0,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,164.53,110.96,26.7,48.67,0.13,2403.26,4,0,0,0,0,1,0,0,True,0
3T,2025-04-08 01:00:00,302.12,1013.3333333333334,66.0,3.2666666666666666,183.33333333333331,94.0,Clouds,1,1,1.0,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,225.52,155.66,52.93,63.06,0.2,4272.46,4,0,0,0,0,1,0,0,True,0
3T,2025-04-08 02:00:00,302.47,1013.6666666666666,59.0,3.333333333333333,182.66666666666663,97.0,Clouds,1,2,1.0,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,321.02,222.28,83.92,87.05,0.53,7156.37,4,0,0,0,0,1,0,0,True,0
3T,2025-04-08 03:00:00,302.82,1014.0,52.0,3.4,182.0,100.0,Clouds,1,3,1.0,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,429.32,298.92,113.49,163.14,2.15,9826.66,4,0,0,0,0,1,0,0,True,0
3T,2025-04-08 04:00:00,304.2933333333333,1013.0,49.333333333333336,4.02,180.0,100.0,Clouds,1,4,1.6666666666666663,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,336.37,244.97,96.32,165.88,92.98,4753.11,4,0,0,0,0,1,0,0,True,0
3T,2025-04-08 05:00:00,305.76666666666665,1012.0,46.66666666666666,4.64,178.0,100.0,Clouds,1,5,2.333333333333333,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,332.61,265.34,71.53,95.96,197.41,3791.81,4,0,0,0,0,1,0,0,True,0
3T,2025-04-08 06:00:00,307.24,1011.0,44.0,5.26,176.0,100.0,Clouds,1,6,3.0,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,314.56,260.78,64.85,79.51,203.13,3631.59,4,0,0,0,0,1,0,0,True,0
3T,2025-04-08 07:00:00,306.95,1010.3333333333334,45.333333333333336,5.053333333333333,177.0,100.0,Clouds,1,7,3.0,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,242.74,204.83,54.36,71.97,144.48,3177.64,4,0,0,0,0,1,0,0,True,0
3T,2025-04-08 08:00:00,306.66,1009.6666666666666,46.66666666666666,4.846666666666667,178.0,100.0,Clouds,1,8,3.0,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,184.61,154.86,51.02,73.34,92.98,2777.1,4,0,0,0,0,1,0,0,True,0
3T,2025-04-08 09:00:00,306.37,1009.0,48.0,4.64,179.0,100.0,Clouds,1,9,3.0,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,140.32,115.24,49.59,76.77,58.65,2483.37,4,0,0,0,0,1,0,0,True,0
3T,2025-04-08 10:00:00,305.44,1009.3333333333334,52.333333333333336,4.763333333333333,176.0,97.0,Clouds,1,10,3.0,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,154.83,122.54,65.8,119.27,16.09,3204.35,4,0,0,0,0,1,0,0,True,0
3T,2025-04-08 11:00:00,304.51,1009.6666666666666,56.66666666666666,4.886666666666667,173.0,94.0,Clouds,1,11,3.0,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,206.37,161.06,83.92,154.91,1.06,4592.9,4,0,0,0,0,1,0,0,True,0
3T,2025-04-08 12:00:00,303.58,1010.0,61.0,5.01,170.0,91.0,Clouds,1,12,3.0,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,236.47,181.81,82.02,160.4,0.02,5233.77,4,0,0,0,0,1,0,0,True,0
3T,2025-04-08 13:00:00,303.27666666666664,1010.6666666666666,62.66666666666666,5.153333333333333,175.0,94.0,Clouds,1,13,3.0,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,260.48,197.82,77.25,163.14,0.0,5500.79,4,0,0,0,0,1,0,0,True,0
3T,2025-04-08 14:00:00,302.97333333333336,1011.3333333333334,64.33333333333333,5.296666666666667,180.0,97.0,Clouds,1,14,3.0,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,260.67,196.04,62.94,152.17,0.0,5180.36,4,0,0,0,0,1,0,0,True,0
3T,2025-04-08 15:00:00,302.67,1012.0,66.0,5.44,185.0,100.0,Clouds,1,15,3.0,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,241.44,178.62,46.73,128.87,0.0,4219.06,4,0,0,0,0,1,0,0,True,0
3T,2025-04-08 16:00:00,302.4866666666667,1011.6666666666666,67.33333333333333,5.28,192.66666666666663,100.0,Clouds,1,16,3.333333333333333,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,218.85,159.75,35.29,105.56,0.02,3471.38,4,0,0,0,0,1,0,0,True,0
3T,2025-04-08 17:00:00,302.30333333333334,1011.3333333333334,68.66666666666667,5.12,200.33333333333331,100.0,Clouds,1,17,3.6666666666666665,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,205.88,152.4,32.42,98.71,0.01,3337.86,4,0,0,0,0,1,0,0,True,0
3T,2025-04-08 18:00:00,302.12,1011.0,70.0,4.96,208.0,100.0,Clouds,1,18,4.0,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,217.45,164.9,38.15,102.82,0.0,3845.22,4,0,0,0,0,1,0,0,True,0
3T,2025-04-08 19:00:00,302.0733333333333,1010.3333333333334,69.33333333333333,4.433333333333334,203.66666666666663,100.0,Clouds,1,19,3.333333333333333,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,225.74,171.27,41.01,102.82,0.0,4112.24,4,0,0,0,0,1,0,0,True,0
3T,2025-04-08 20:00:00,302.0266666666667,1009.6666666666666,68.66666666666667,3.9066666666666654,199.33333333333331,100.0,Clouds,1,20,2.666666666666667,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,223.5,166.96,45.3,101.45,0.0,4005.43,4,0,0,0,0,1,0,0,True,0
3T,2025-04-08 21:00:00,301.98,1009.0,68.0,3.38,195.0,100.0,Clouds,1,21,2.0,23.0,64468.0,9046.87,58039.0,0.81,10.77,0.1,112.0,123059.0,13.7563,100.5018,222.82,161.38,56.74,102.82,0.0,3738.4,4,0,0,0,0,1,0,0,True,0
