station,datetime,temp,pressure,humidity,windspeed,winddeg,cloudall,weathermain,day_of_week,hour,traffic_level,sea_level,population,population_density,household,household_density,green_space,green_space_area,factory_num,factory_area,lat,lon,pm10,pm2_5,so2,no2,o3,co,month,station_10T,station_11T,station_12T,station_15T,station_3T,station_5T,station_61T,season_Hot Season,season_Rainy Season
11T,2025-04-11 02:00:00,304.2233333333333,1008.6666666666666,52.66666666666666,2.35,218.66666666666663,100.0,Clouds,4,2,1.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-11 03:00:00,305.59,1009.0,47.0,2.32,211.0,100.0,Clouds,4,3,1.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-11 04:00:00,306.9266666666667,1007.6666666666666,43.333333333333336,2.786666666666666,196.66666666666663,100.0,Clouds,4,4,1.6666666666666663,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-11 05:00:00,308.2633333333333,1006.3333333333334,39.66666666666666,3.2533333333333334,182.33333333333331,100.0,Clouds,4,5,2.333333333333333,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-11 06:00:00,309.6,1005.0,36.0,3.72,168.0,100.0,Clouds,4,6,3.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-11 07:00:00,309.22,1004.6666666666666,37.0,4.3,169.66666666666666,96.66666666666669,Clouds,4,7,3.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-11 08:00:00,308.84,1004.3333333333334,38.0,4.88,171.33333333333334,93.33333333333331,Clouds,4,8,3.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-11 09:00:00,308.46,1004.0,39.0,5.46,173.0,90.0,Clouds,4,9,3.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-11 10:00:00,306.86,1004.6666666666666,46.0,5.1866666666666665,188.33333333333331,91.66666666666669,Clouds,4,10,3.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-11 11:00:00,305.26,1005.3333333333334,53.0,4.913333333333333,203.66666666666663,93.33333333333331,Clouds,4,11,3.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-11 12:00:00,303.66,1006.0,60.0,4.64,219.0,95.0,Rain,4,12,3.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-11 13:00:00,302.79,1007.0,63.66666666666666,4.136666666666667,253.0,96.33333333333331,Rain,4,13,3.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-11 14:00:00,301.92,1008.0,67.33333333333333,3.633333333333333,287.0,97.66666666666669,Rain,4,14,3.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-11 15:00:00,301.05,1009.0,71.0,3.13,321.0,99.0,Rain,4,15,3.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-11 16:00:00,301.06,1008.3333333333334,70.33333333333333,2.92,308.3333333333333,99.0,Rain,4,16,3.333333333333333,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-11 17:00:00,301.07,1007.6666666666666,69.66666666666667,2.71,295.6666666666667,99.0,Rain,4,17,3.6666666666666665,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-11 18:00:00,301.08,1007.0,69.0,2.5,283.0,99.0,Clouds,4,18,4.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-11 19:00:00,300.8533333333333,1006.6666666666666,70.0,2.523333333333333,272.3333333333333,94.66666666666669,Clouds,4,19,3.333333333333333,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-11 20:00:00,300.62666666666667,1006.3333333333334,71.0,2.5466666666666664,261.6666666666667,90.33333333333331,Clouds,4,20,2.666666666666667,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-11 21:00:00,300.4,1006.0,72.0,2.57,251.0,86.0,Clouds,4,21,2.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-11 22:00:00,300.4633333333333,1006.6666666666666,71.66666666666667,2.5733333333333333,252.66666666666663,87.0,Clouds,4,22,1.6666666666666667,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-11 23:00:00,300.52666666666664,1007.3333333333334,71.33333333333333,2.5766666666666667,254.33333333333331,88.0,Clouds,4,23,1.3333333333333337,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-12 00:00:00,300.59,1008.0,71.0,2.58,256.0,89.0,Clouds,5,0,1.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-12 01:00:00,302.1733333333333,1008.3333333333334,63.0,2.806666666666666,264.6666666666667,92.66666666666669,Clouds,5,1,1.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-12 02:00:00,303.75666666666666,1008.6666666666666,55.0,3.033333333333333,273.3333333333333,96.33333333333331,Clouds,5,2,1.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-12 03:00:00,305.34,1009.0,47.0,3.26,282.0,100.0,Clouds,5,3,1.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-12 04:00:00,306.93333333333334,1008.0,42.333333333333336,3.99,287.0,96.33333333333331,Clouds,5,4,1.3333333333333333,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-12 05:00:00,308.52666666666664,1007.0,37.66666666666666,4.72,292.0,92.66666666666669,Clouds,5,5,1.6666666666666663,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-12 06:00:00,310.12,1006.0,33.0,5.45,297.0,89.0,Clouds,5,6,2.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-12 07:00:00,309.51666666666665,1005.6666666666666,34.0,5.513333333333334,290.0,91.33333333333331,Clouds,5,7,2.333333333333333,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-12 08:00:00,308.91333333333336,1005.3333333333334,35.0,5.576666666666666,283.0,93.66666666666669,Clouds,5,8,2.6666666666666665,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-12 09:00:00,308.31,1005.0,36.0,5.64,276.0,96.0,Clouds,5,9,3.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-12 10:00:00,307.06333333333333,1005.6666666666666,40.66666666666666,5.533333333333333,277.0,96.0,Clouds,5,10,3.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-12 11:00:00,305.81666666666666,1006.3333333333334,45.333333333333336,5.426666666666667,278.0,96.0,Clouds,5,11,3.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
11T,2025-04-12 12:00:00,304.57,1007.0,50.0,5.32,279.0,96.0,Clouds,5,12,3.0,26.0,101330.0,3437.36,44465.0,0.15,13.76,0.05,77.0,144736.0,,,,,,,,,4,0,1,0,0,0,0,0,True,0
12T,2025-04-07 18:00:00,302.51,1011.0,64.0,3.59,189.0,57.0,Clouds,0,18,4.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,121.95,72.09,5.31,31.19,12.34,1615.52,4,0,0,1,0,0,0,0,True,0
12T,2025-04-07 19:00:00,302.36,1011.0,66.33333333333333,3.08,195.33333333333331,65.33333333333333,Clouds,0,19,3.333333333333333,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,106.44,68.7,3.82,21.25,21.46,1455.31,4,0,0,1,0,0,0,0,True,0
12T,2025-04-07 20:00:00,302.21,1011.0,68.66666666666667,2.5700000000000003,201.66666666666663,73.66666666666667,Clouds,0,20,2.666666666666667,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,99.19,69.36,3.1,16.62,22.89,1375.2,4,0,0,1,0,0,0,0,True,0
12T,2025-04-07 21:00:00,302.06,1011.0,71.0,2.06,208.0,82.0,Clouds,0,21,2.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,97.42,71.79,3.04,15.77,19.31,1361.85,4,0,0,1,0,0,0,0,True,0
12T,2025-04-07 22:00:00,301.94,1011.6666666666666,71.33333333333333,2.4033333333333333,200.33333333333331,85.0,Clouds,0,22,1.6666666666666667,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,97.11,74.51,3.31,16.97,14.31,1388.55,4,0,0,1,0,0,0,0,True,0
12T,2025-04-07 23:00:00,301.82,1012.3333333333334,71.66666666666667,2.7466666666666666,192.66666666666663,88.0,Clouds,0,23,1.3333333333333337,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,97.43,76.46,3.73,19.36,10.28,1441.96,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 00:00:00,301.7,1013.0,72.0,3.09,185.0,91.0,Clouds,1,0,1.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,99.35,78.15,5.25,26.05,5.28,1562.12,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 01:00:00,301.98,1013.3333333333334,65.0,3.056666666666666,184.66666666666663,94.0,Clouds,1,1,1.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,104.74,80.28,9.06,35.3,1.88,1976.01,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 02:00:00,302.26,1013.6666666666666,58.0,3.023333333333333,184.33333333333331,97.0,Clouds,1,2,1.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,123.72,91.11,13.47,52.78,7.06,2830.51,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 03:00:00,302.54,1014.0,51.0,2.99,184.0,100.0,Clouds,1,3,1.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,158.73,114.47,17.64,82.94,41.84,3791.81,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 04:00:00,304.12666666666667,1013.0,47.66666666666666,3.4833333333333334,179.33333333333334,99.66666666666669,Clouds,1,4,1.6666666666666663,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,109.96,79.51,14.42,25.36,120.16,1628.88,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 05:00:00,305.71333333333337,1012.0,44.333333333333336,3.9766666666666666,174.66666666666666,99.33333333333331,Clouds,1,5,2.333333333333333,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,98.68,69.72,12.16,15.94,145.91,1281.74,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 06:00:00,307.3,1011.0,41.0,4.47,170.0,99.0,Clouds,1,6,3.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,99.53,71.24,15.02,18.34,155.93,1268.39,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 07:00:00,307.0966666666667,1010.3333333333334,42.66666666666666,4.386666666666667,173.66666666666666,99.33333333333331,Clouds,1,7,3.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,93.09,67.13,19.07,24.68,127.32,1295.09,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 08:00:00,306.8933333333333,1009.6666666666666,44.333333333333336,4.303333333333333,177.33333333333334,99.66666666666669,Clouds,1,8,3.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,88.18,62.01,23.6,34.96,95.84,1375.2,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 09:00:00,306.69,1009.0,46.0,4.22,181.0,100.0,Clouds,1,9,3.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,84.4,56.86,27.66,45.93,72.24,1482.01,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 10:00:00,305.78333333333336,1009.3333333333334,50.333333333333336,4.43,177.33333333333334,98.0,Clouds,1,10,3.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,95.26,62.39,33.85,73.34,42.2,1922.61,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 11:00:00,304.87666666666667,1009.6666666666666,54.66666666666666,4.64,173.66666666666666,96.0,Clouds,1,11,3.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,131.17,88.09,47.21,126.12,9.03,2964.02,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 12:00:00,303.97,1010.0,59.0,4.85,170.0,94.0,Clouds,1,12,3.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,182.75,129.47,61.04,163.14,0.09,4112.24,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 13:00:00,303.59000000000003,1010.6666666666666,61.0,4.96,174.66666666666666,95.66666666666669,Clouds,1,13,3.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,246.02,181.6,74.39,183.7,0.0,5393.98,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 14:00:00,303.21,1011.3333333333334,63.0,5.069999999999999,179.33333333333334,97.33333333333331,Clouds,1,14,3.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,294.68,222.81,73.43,186.44,0.0,6141.66,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 15:00:00,302.83,1012.0,65.0,5.18,184.0,99.0,Clouds,1,15,3.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,305.8,229.22,55.79,167.25,0.0,5767.82,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 16:00:00,302.63,1011.6666666666666,66.33333333333333,5.069999999999999,192.66666666666663,99.33333333333331,Clouds,1,16,3.333333333333333,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,287.71,210.13,36.72,142.57,0.0,4806.52,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 17:00:00,302.43,1011.3333333333334,67.66666666666667,4.96,201.33333333333331,99.66666666666669,Clouds,1,17,3.6666666666666665,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,282.18,205.48,28.85,132.98,0.0,4539.49,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 18:00:00,302.23,1011.0,69.0,4.85,210.0,100.0,Clouds,1,18,4.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,320.98,240.55,33.85,141.2,0.0,5447.39,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 19:00:00,302.18,1010.3333333333334,68.66666666666667,4.346666666666667,205.33333333333331,99.33333333333331,Clouds,1,19,3.333333333333333,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,372.36,283.55,39.58,149.43,0.0,6462.1,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 20:00:00,302.13,1009.6666666666666,68.33333333333333,3.843333333333333,200.66666666666663,98.66666666666669,Clouds,1,20,2.666666666666667,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,423.9,318.32,46.25,161.77,0.0,7049.56,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 21:00:00,302.08,1009.0,68.0,3.34,196.0,98.0,Clouds,1,21,2.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,422.04,298.75,49.11,161.77,0.0,6515.5,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 22:00:00,302.1333333333333,1009.6666666666666,67.33333333333333,3.1666666666666665,193.66666666666663,98.33333333333331,Clouds,1,22,1.6666666666666667,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,309.4,194.53,46.73,123.38,0.0,4219.06,4,0,0,1,0,0,0,0,True,0
12T,2025-04-08 23:00:00,302.18666666666667,1010.3333333333334,66.66666666666667,2.993333333333333,191.33333333333331,98.66666666666669,Clouds,1,23,1.3333333333333337,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,206.0,110.79,37.67,80.88,0.0,2616.88,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 00:00:00,302.24,1011.0,66.0,2.82,189.0,99.0,Clouds,2,0,1.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,151.1,68.1,31.95,57.58,0.31,1922.61,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 01:00:00,303.37,1011.3333333333334,60.333333333333336,3.276666666666667,188.0,99.33333333333331,Clouds,2,1,1.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,115.58,42.88,27.18,47.3,2.59,1668.93,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 02:00:00,304.5,1011.6666666666666,54.66666666666666,3.733333333333333,187.0,99.66666666666669,Clouds,2,2,1.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,110.7,38.01,30.04,51.41,7.6,1842.5,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 03:00:00,305.63,1012.0,49.0,4.19,186.0,100.0,Clouds,2,3,1.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,136.91,53.01,44.82,73.34,22.89,2323.15,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 04:00:00,306.39,1011.0,46.66666666666666,4.28,184.66666666666663,100.0,Clouds,2,4,1.6666666666666663,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,104.51,46.66,40.05,69.92,34.33,1895.91,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 05:00:00,307.15000000000003,1010.0,44.333333333333336,4.37,183.33333333333331,100.0,Clouds,2,5,2.333333333333333,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,88.94,41.34,39.1,67.86,20.39,1789.09,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 06:00:00,307.91,1009.0,42.0,4.46,182.0,100.0,Clouds,2,6,3.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,74.86,34.27,33.38,61.69,16.27,1588.82,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 07:00:00,308.1566666666667,1008.0,40.333333333333336,4.693333333333333,180.0,99.66666666666669,Clouds,2,7,3.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,60.28,27.63,25.99,51.41,21.99,1335.14,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 08:00:00,308.4033333333333,1007.0,38.66666666666666,4.926666666666667,178.0,99.33333333333331,Clouds,2,8,3.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,53.49,24.12,21.94,45.93,28.97,1201.63,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 09:00:00,308.65,1006.0,37.0,5.16,176.0,99.0,Clouds,2,9,3.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,49.81,21.15,19.55,40.1,36.48,1108.17,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 10:00:00,307.27,1006.3333333333334,42.66666666666666,5.446666666666666,179.33333333333334,97.33333333333331,Clouds,2,10,3.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,58.46,24.45,19.31,53.47,27.54,1468.66,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 11:00:00,305.89,1006.6666666666666,48.333333333333336,5.733333333333333,182.66666666666663,95.66666666666669,Clouds,2,11,3.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,77.97,34.18,22.41,80.2,2.91,2323.15,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 12:00:00,304.51,1007.0,54.0,6.02,186.0,94.0,Clouds,2,12,3.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,95.85,43.66,25.75,84.31,0.03,2803.8,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 13:00:00,304.05333333333334,1008.0,58.333333333333336,6.153333333333333,188.66666666666663,95.66666666666669,Clouds,2,13,3.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,113.02,53.39,29.8,85.68,0.0,3150.94,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 14:00:00,303.59666666666664,1009.0,62.66666666666666,6.286666666666666,191.33333333333331,97.33333333333331,Clouds,2,14,3.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,126.18,61.89,27.18,78.83,0.0,3231.05,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 15:00:00,303.14,1010.0,67.0,6.42,194.0,99.0,Clouds,2,15,3.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,136.06,68.97,20.5,67.86,0.0,2990.72,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 16:00:00,302.9533333333333,1009.6666666666666,67.66666666666667,5.89,193.33333333333331,99.33333333333331,Clouds,2,16,3.333333333333333,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,151.69,80.86,14.54,58.95,0.0,2830.51,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 17:00:00,302.76666666666665,1009.3333333333334,68.33333333333333,5.36,192.66666666666663,99.66666666666669,Clouds,2,17,3.6666666666666665,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,168.24,93.68,10.25,53.47,0.0,2830.51,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 18:00:00,302.58,1009.0,69.0,4.83,192.0,100.0,Clouds,2,18,4.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,179.86,105.29,7.51,49.35,0.0,2830.51,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 19:00:00,302.24,1008.3333333333334,68.66666666666667,4.24,215.0,100.0,Clouds,2,19,3.333333333333333,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,190.58,116.0,5.78,45.93,0.0,2777.1,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 20:00:00,301.9,1007.6666666666666,68.33333333333333,3.65,238.0,100.0,Clouds,2,20,2.666666666666667,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,200.38,124.87,5.19,44.55,0.01,2803.8,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 21:00:00,301.56,1007.0,68.0,3.06,261.0,100.0,Clouds,2,21,2.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,206.06,128.69,5.07,42.84,0.01,2803.8,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 22:00:00,301.51,1007.3333333333334,66.66666666666667,2.796666666666667,260.3333333333333,100.0,Clouds,2,22,1.6666666666666667,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,204.12,125.81,5.31,40.44,0.01,2750.4,4,0,0,1,0,0,0,0,True,0
12T,2025-04-09 23:00:00,301.46000000000004,1007.6666666666666,65.33333333333333,2.533333333333333,259.6666666666667,100.0,Clouds,2,23,1.3333333333333337,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,188.94,114.36,5.78,36.67,0.01,2536.77,4,0,0,1,0,0,0,0,True,0
12T,2025-04-10 00:00:00,301.41,1008.0,64.0,2.27,259.0,100.0,Clouds,3,0,1.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,161.56,95.35,7.09,33.24,0.13,2243.04,4,0,0,1,0,0,0,0,True,0
12T,2025-04-10 01:00:00,302.8566666666667,1008.6666666666666,57.66666666666666,2.583333333333333,252.0,100.0,Clouds,3,1,1.0,3.0,118634.0,10275.79,78240.0,0.68,2.3,0.02,272.0,297638.0,13.8225,100.5147,119.47,60.69,11.68,35.64,0.14,1682.28,4,0,0,1,0,0,0,0,True,0
